supersense_category	text
verb.communication	shewing
noun.artifact	soapstones
noun.person	Danforth
verb.cognition	drew
verb.perception	smoothed
noun.person	Starkweather
noun.person	Moore
noun.attribute	thoroughness
noun.act	outfit
verb.social	attempted
noun.body	nucleus
noun.object	antarctic
verb.change	bore
verb.contact	bring up
verb.change	break through
noun.cognition	reticences
noun.feeling	hesitancy
noun.feeling	repugnance
noun.person	Lake
noun.object	mountain
verb.emotion	tempted
verb.communication	shirk
verb.communication	stand for
noun.communication	deductions
noun.location	terrain
noun.artifact	shelters
noun.attribute	uneasinesses
noun.artifact	sledges
noun.artifact	items
noun.event	deaths
noun.person	Gedney
noun.animal	specimens
noun.state	injuries
verb.social	checking up
noun.person	Danforth
verb.possession	lend
noun.cognition	rationale
verb.cognition	lay
noun.event	outbreak
noun.cognition	part
noun.person	Lake
noun.object	mountain
noun.state	abnormality
verb.body	mangled
noun.event	Death
verb.cognition	judge
verb.stative	come
noun.act	strangulation
noun.state	laceration
noun.artifact	corral
noun.process	breakage
noun.feeling	hatred
noun.group	organisms
noun.act	precaution
noun.attribute	height
verb.social	stampeded
noun.attribute	odour
noun.cognition	specimens
noun.cognition	specimens
noun.artifact	tent
verb.motion	beat
noun.person	Lake
noun.phenomenon	solar heat
noun.animal	things
verb.motion	jostled
noun.attribute	qualities
noun.attribute	antiquity
noun.state	squeamishness
noun.cognition	opinion
noun.communication	deductions
noun.person	Danforth
noun.person	Gedney
noun.state	horrors
verb.contact	mangled
verb.communication	add
verb.change	incised
verb.change	subtracted
verb.contact	cut out
noun.person	butcher
noun.quantity	sprinkling
noun.artifact	provision
verb.creation	conjured up
noun.Tops	associations
noun.artifact	shelters
verb.change	effaced
noun.communication	tracks
verb.possession	supplied
noun.communication	theory
noun.object	bits
noun.artifact	incision
noun.artifact	subjects
noun.communication	clues
verb.communication	bring up
noun.communication	impression
verb.stative	concern
noun.communication	prints
noun.communication	fossil prints
noun.person	poor Lake
noun.location	lee
noun.person	Gedney
verb.motion	came on
noun.artifact	shelter
noun.artifact	tent
verb.cognition	investigating
noun.body	graves
noun.person	Lake
noun.person	monstrosity
noun.cognition	odour
noun.person	Lake
verb.cognition	analyse
noun.artifact	laboratory table
verb.contact	strown
verb.cognition	dissected
noun.animal	man
verb.emotion	spare
noun.person	survivors
verb.communication	omitting
noun.communication	identity
noun.location	Lake
noun.communication	evidences
noun.act	cleansing
noun.substance	parts
noun.animal	canine
noun.body	parts
noun.state	smudges
noun.artifact	laboratory table
noun.group	jumble
verb.contact	handled
verb.cognition	speculate
noun.person	Gedney
noun.Tops	specimens
noun.artifact	sledges
noun.communication	illustrated
noun.substance	writing materials
noun.artifact	electric torches
noun.artifact	heating apparatus
noun.cognition	the like
noun.cognition	conjecture
noun.substance	ink
noun.communication	blots
noun.communication	pieces of paper
noun.communication	evidences
noun.act	experimentation
noun.artifact	devices
noun.person	dogs
verb.emotion	abhor
noun.act	upsetting
noun.artifact	larder
noun.artifact	staples
noun.artifact	tin cans
noun.communication	profusion
noun.cognition	enigma
noun.artifact	tent
noun.artifact	cloths
verb.stative	lying about
noun.act	slashings
noun.act	adaptations
noun.act	maltreatment
noun.event	burial
noun.Tops	specimens
noun.event	eventuality
verb.perception	photographed
noun.communication	evidences
noun.state	disorder
verb.communication	buttress
noun.communication	pleas
noun.person	Starkweather
noun.location	Moore Expedition
noun.artifact	shelter
verb.communication	photograph
noun.artifact	graves
noun.object	mounds
verb.perception	noticing
noun.attribute	resemblance
noun.object	mounds
noun.group	clusters
noun.location	Lake
noun.communication	descriptions
noun.artifact	soapstones
noun.artifact	soapstones
noun.attribute	likeness
noun.group	formation
noun.animal	starfish
noun.Tops	entities
noun.body	minds
noun.person	Lake
noun.Tops	entities
noun.feeling	imaginations
noun.person	Pabodie
noun.communication	myths
verb.stative	coöperated
noun.state	solitude
noun.object	mountain
verb.contact	driving
noun.person	Lake
verb.change	centring
noun.person	Gedney
verb.possession	adopted
verb.cognition	harboured
noun.communication	guesses
noun.state	sanity
verb.communication	forbade
verb.communication	formulate
noun.person	Sherman
noun.person	Pabodie
noun.person	McTighe
noun.act	cruise
noun.person	Gedney
verb.communication	reported
noun.substance	titan
noun.phenomenon	barrier
noun.process	diminution
noun.attribute	height
noun.object	peaks
noun.artifact	rampart
noun.event	formations
noun.communication	similitudes
noun.person	Roerich
noun.plant	Asian
noun.attribute	distribution
verb.change	denuded
noun.location	summits
noun.feeling	horrors
noun.feeling	zeal
noun.attribute	adventurousness
noun.location	realm
noun.attribute	range
noun.attribute	altitude
noun.person	geologist
noun.person	Danforth
verb.body	awaked
noun.time	A.M.
verb.cognition	intending
noun.location	outside world
verb.change	delayed
verb.communication	amplify
verb.cognition	filling in
noun.communication	blanks
noun.communication	revelations
verb.emotion	driven
noun.person	Danforth
noun.state	collapse
noun.communication	straw
verb.communication	shrieking
noun.object	mountain pass
verb.cognition	surviving
noun.feeling	horrors
verb.social	meddling
noun.object	antarctic
verb.contact	prying
noun.attribute	secrets
noun.feeling	evils
noun.person	Danforth
noun.person	Pabodie
verb.communication	checking up
noun.artifact	sextant
noun.attribute	sea - level
verb.motion	embarked
noun.act	discovery
noun.object	foothills
verb.stative	sprang
noun.attribute	altitude
noun.attribute	height
noun.event	increase
noun.location	peaks
noun.object	crevasse
noun.object	glaciers
noun.location	formations
noun.person	Nicholas Roerich
verb.communication	verified
noun.object	Lake
noun.communication	bulletins
noun.location	pinnacles
verb.change	towering up
noun.object	earth
verb.stative	pointed to
noun.phenomenon	influences
verb.change	retard
noun.event	disintegration
noun.object	mountainside
noun.object	cubes
noun.artifact	ramparts
verb.emotion	disturbed
noun.person	Danforth
verb.social	relieved
noun.cognition	aviation knowledge
noun.act	amateur’s
noun.substance	quartzite
noun.group	formation
noun.body	areas
noun.attribute	regularity
noun.person	poor Lake
noun.substance	aeons
noun.process	weathering
noun.attribute	solidity
verb.stative	saved
noun.act	obliteration
noun.attribute	substance
noun.location	Machu Picchu
noun.object	Andes
noun.location	Kish
verb.creation	dug up
noun.group	Oxford – Field Museum Expedition
noun.person	Danforth
noun.person	Lake
verb.communication	attributed
noun.person	companion Carroll
verb.communication	account
noun.person	geologist
noun.substance	Igneous
noun.event	formations
noun.attribute	regularities
noun.location	Giants ’ Causeway
noun.location	Ireland
noun.location	Lake
noun.artifact	cones
noun.object	mouths
noun.group	formations
noun.attribute	regularity
noun.location	Lake
noun.object	orifices
verb.change	shaped
noun.attribute	numerousness
noun.attribute	distribution
noun.object	tunnels
verb.change	dissolved
noun.object	strata
noun.communication	glimpses
verb.possession	secured
verb.stative	extend
noun.object	caverns
noun.plant	stalactites
noun.plant	stalagmites
noun.object	mountain
noun.artifact	apertures
noun.person	Danforth
noun.substance	pittings
noun.artifact	weathering
noun.feeling	horrors
noun.attribute	strangenesses
verb.creation	discovered
noun.communication	pittings
verb.contact	sprinkled
noun.artifact	soapstones
verb.creation	duplicated
noun.object	mounds
noun.attribute	monstrosities
noun.location	foothills
noun.object	pass
verb.social	attempted
noun.location	terrain
noun.object	crevasses
noun.location	spots
verb.change	deter
noun.animal	sledges
noun.person	Scott
noun.person	Shackleton
noun.person	Amundsen
noun.object	glaciers
noun.object	passes
noun.state	continuity
noun.artifact	pass
verb.cognition	prepared
verb.motion	round
noun.communication	cause
verb.stative	traversed
noun.object	barrier mountains
noun.location	summits
noun.communication	symbolism
noun.Tops	association
noun.communication	myths
verb.stative	lurking
noun.communication	volumes
noun.communication	burden
noun.state	strain
noun.feeling	malignity
noun.event	whistling
noun.event	piping
verb.contact	swept
noun.phenomenon	repulsion
noun.phenomenon	impressions
noun.attribute	height
noun.artifact	aneroid
noun.object	glaciers
noun.artifact	ramparts
noun.event	portent
verb.perception	Looking
noun.location	peaks
noun.person	poor Lake
noun.artifact	rampart
noun.person	Lake
noun.attribute	volcanism
noun.location	pass
verb.contact	windswept
verb.body	frowning
noun.body	pylons
verb.creation	fretted
noun.attribute	vapours
verb.weather	lighted
noun.state	realm
noun.attribute	altitude
verb.perception	behold
noun.location	realm
noun.person	Danforth
noun.communication	shouts
noun.artifact	pass
verb.communication	exchanged
verb.motion	gained
noun.location	divide
noun.artifact	secrets
verb.communication	cried out
noun.feeling	awe
verb.motion	cleared
noun.artifact	pass
noun.cognition	faculties
noun.substance	stones
noun.object	rocks
noun.location	Arizona desert
noun.phenomenon	mirage
noun.cognition	notions
noun.object	labyrinth
noun.object	stone masses
noun.location	crests
noun.act	violation
noun.communication	natural law
noun.time	outset
noun.state	habitation
noun.time	human age
noun.attribute	limit
noun.cognition	self - defence
verb.cognition	attribute
noun.event	cause
verb.cognition	dismissed
noun.artifact	ramparts
noun.object	mountainsides
noun.animal	man
verb.cognition	differentiated
noun.animal	great apes
verb.change	succumbed
noun.time	reign
noun.attribute	sway
noun.cognition	reason
verb.stative	cut off
noun.location	refuge
noun.phenomenon	mirage
noun.event	portent
noun.cognition	basis
noun.shape	stratum
noun.state	survival
noun.cognition	laws
noun.cognition	reflection
noun.person	phantom
verb.stative	contain
noun.attribute	massiveness
noun.artifact	ramparts
noun.act	annihilation
verb.creation	brooded
noun.event	blasts
noun.object	upland
noun.location	Corona Mundi
noun.location	Roof
noun.object	World
noun.cognition	sorts
noun.communication	phrases
verb.change	sprang
noun.communication	spectacle
noun.cognition	myths
verb.emotion	haunted
noun.location	Leng
noun.person	Mi - Go
noun.person	Snow - Men
noun.location	Himalayas
noun.group	Pnakotic Manuscripts
noun.person	Cthulhu
noun.person	Necronomicon
noun.communication	Hyperborean
noun.communication	legends
noun.animal	spawn
verb.cognition	associated
verb.stative	stretched off
noun.act	thinning
noun.object	foothills
noun.object	mountain
noun.act	thinning
noun.act	interruption
noun.location	pass
verb.communication	struck
noun.attribute	extent
noun.location	foothills
verb.contact	sprinkled
noun.artifact	ramparts
noun.object	mountain
noun.artifact	outposts
noun.attribute	height
noun.attribute	thickness
verb.stative	varying
noun.substance	slate
noun.substance	schist
noun.substance	sandstone
noun.event	cases
noun.substance	slate
noun.object	honeycomb
noun.group	arrangements
noun.shape	cylinders
noun.shape	cubes
noun.group	clusters
noun.shape	cubes
noun.quantity	sprinkling
noun.artifact	edifices
noun.location	ground plan
noun.artifact	fortifications
noun.cognition	principle
noun.time	heyday
verb.stative	projected
noun.state	glaciation
noun.communication	piles
noun.artifact	bridges
noun.attribute	distances
noun.artifact	bridges
noun.act	inspection
verb.stative	preserved
noun.process	pitting
noun.phenomenon	field
noun.artifact	decorations
